id,medicine,therapeutic_category,subcategory,list_type,dosage_forms,text
eml-f346753e2bc5,glass lonomer cement,30. DENTAL MEDICINES AND PREPARATIONS,,core,"Single-use capsules:0.4gpowder+0.09mLliquid. Multi-use bottle:powder+liquid. Powder(fluoro-alumino-silicate glass)contains:25-50%silicate,20-40%aluminiumoxide,1-20%fluoride,15-40%metaloxide,0-15%phosphate,remainderarepolyacrylicacidpowderandmetalsinminimalquantities.Liquid(aqueous)contains:7-25%polybasiccarboxylicacid,45-60%polyacrylicacid.","glass lonomer cement is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Single-use capsules:0.4gpowder+0.09mLliquid. Multi-use bottle:powder+liquid. Powder(fluoro-alumino-silicate glass)contains:25-50%silicate,20-40%aluminiumoxide,1-20%fluoride,15-40%metaloxide,0-15%phosphate,remainderarepolyacrylicacidpowderandmetalsinminimalquantities.Liquid(aqueous)contains:7-25%polybasiccarboxylicacid,45-60%polyacrylicacid."
eml-e921b0925401,glatiramer acetate,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.2 Medicines for multiple sclerosis,complementary,Injection(subcutaneous):20mg/mL;40mg/mL in pre-filled syringe.,"glatiramer acetate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.2 Medicines for multiple sclerosis. Listing: complementary. Available dosage forms/strengths: Injection(subcutaneous):20mg/mL;40mg/mL in pre-filled syringe."
eml-26b7fe15ec18,gliclazide*\n,18. MEDICINES FOR ENDOCRINE DISORDERS,18.5.2 Oral hypoglycaemic agents,core,Solid oral dosage form:(controlled-release tablets)30 mg;60 mg;80 mg.\n*glibenclamide not suitable above 60 years.\nTablet:500 mg(hydrochloride).,"gliclazide*\n is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.5.2 Oral hypoglycaemic agents. Listing: core. Available dosage forms/strengths: Solid oral dosage form:(controlled-release tablets)30 mg;60 mg;80 mg.\n*glibenclamide not suitable above 60 years.\nTablet:500 mg(hydrochloride)."
eml-fe5850d7129f,glucagon,18. MEDICINES FOR ENDOCRINE DISORDERS,18.8 Medicines for hypoglycaemia,core,Injection:1 mg/mL.,"glucagon is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.8 Medicines for hypoglycaemia. Listing: core. Available dosage forms/strengths: Injection:1 mg/mL."
eml-246cf6bcd7aa,glucose,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.2 Perenteral,core,Injectable solution: 5% (isotonic); 10% (hypertonic); 50% (hypertonic).,"glucose is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.2 Perenteral. Listing: core. Available dosage forms/strengths: Injectable solution: 5% (isotonic); 10% (hypertonic); 50% (hypertonic)."
eml-1f43b338a37a,glucose with sodium chloride,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.2 Perenteral,core,"Injectable solution:4% glucose,0.18% sodium chloride(equivalent to Na+30mmol/L,Cl-30mmol/L)Injectable solution:5% glucose,0.9% sodium chloride(equivalent to Na+150mmol/L and Cl-150mmol/L);5% glucose,0.45% sodium chloride(equivalent to Na+75mmol/L and Cl-75mmol/L)[c]","glucose with sodium chloride is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.2 Perenteral. Listing: core. Available dosage forms/strengths: Injectable solution:4% glucose,0.18% sodium chloride(equivalent to Na+30mmol/L,Cl-30mmol/L)Injectable solution:5% glucose,0.9% sodium chloride(equivalent to Na+150mmol/L and Cl-150mmol/L);5% glucose,0.45% sodium chloride(equivalent to Na+75mmol/L and Cl-75mmol/L)[c]"
eml-b7384e67be4e,glutaral,15. ANTISEPTICS AND DISINFECTANTS,15.2 Disinfectants,core,Solution:2%,"glutaral is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 15. ANTISEPTICS AND DISINFECTANTS; 15.2 Disinfectants. Listing: core. Available dosage forms/strengths: Solution:2%"
eml-a5f7afd147c6,Granules,30. DENTAL MEDICINES AND PREPARATIONS,,core,"Preparations that are issued to patient as granules to be swallowed without further preparation, to be chewed, or to be taken in or with water or another suitable liquid.The term 'granules' without further qualification is never intended to allow any type of modified-release granules.","Granules is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Preparations that are issued to patient as granules to be swallowed without further preparation, to be chewed, or to be taken in or with water or another suitable liquid.The term 'granules' without further qualification is never intended to allow any type of modified-release granules."
eml-da8c714dc98e,haloperidol,2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.3 Medicines for other common symptoms in palliative care,core,Injection:5mg in1mLampoule.Oral liquid:2mg/mLSolid oral dosage form:0.5mg;2mg;5mg.,"haloperidol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.3 Medicines for other common symptoms in palliative care. Listing: core. Available dosage forms/strengths: Injection:5mg in1mLampoule.Oral liquid:2mg/mLSolid oral dosage form:0.5mg;2mg;5mg."
eml-5c1c7208551e,haloperidol,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.1 Medicines for psychotic disorders,core,Injection:5mg/mLin1mLampoule.,"haloperidol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.1 Medicines for psychotic disorders. Listing: core. Available dosage forms/strengths: Injection:5mg/mLin1mLampoule."
eml-a33865220942,halothane,"1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES",1.1.1 Inhalational medicines,core,Inhalation.,"halothane is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES; 1.1.1 Inhalational medicines. Listing: core. Available dosage forms/strengths: Inhalation."
eml-c8faf3b1663c,hydrocortisone,3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,,core,Powder for injection:100mg(as sodium succinate)invial.,"hydrocortisone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS. Listing: core. Available dosage forms/strengths: Powder for injection:100mg(as sodium succinate)invial."
eml-0c70eda89d3a,hydrocortisone,7. ANTIMIGRAINE MEDICINES,13.3 Anti-Inflammatory and antipruritic medicines,core,Cream or ointment:1% (acetate)。,"hydrocortisone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.3 Anti-Inflammatory and antipruritic medicines. Listing: core. Available dosage forms/strengths: Cream or ointment:1% (acetate)。"
eml-8290b446bb01,hydrocortisone,16. DIURETICS,17.3 Anti-Inflammatory medicines,complementary,Retention enema:100mg/60mL.Suppository:25mg(acetate).,"hydrocortisone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 16. DIURETICS; 17.3 Anti-Inflammatory medicines. Listing: complementary. Available dosage forms/strengths: Retention enema:100mg/60mL.Suppository:25mg(acetate)."
eml-48911e6798c4,hydrocortisone,18. MEDICINES FOR ENDOCRINE DISORDERS,18.1 Adrenal hormones and synthetic substitutes,core,Tablet: 5 mg; 10 mg; 20 mg.,"hydrocortisone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.1 Adrenal hormones and synthetic substitutes. Listing: core. Available dosage forms/strengths: Tablet: 5 mg; 10 mg; 20 mg."
eml-147bcb1bca1e,hydroxycarbamide(hydroxyurea),7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Solid oral dosage form:100mg[c];200mg;300mg;400mg;500mg;1g. -Chronic myeloid leukaemia,"hydroxycarbamide(hydroxyurea) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Solid oral dosage form:100mg[c];200mg;300mg;400mg;500mg;1g. -Chronic myeloid leukaemia"
eml-140f927ef6e7,hydroxychloroquine,29. MEDICINES FOR DISEASES OF JOINTS,29.2 Disease-modifying anti-rheumatic drugs(DMARDs),complementary,Solid oral dosage form:200mg(as sulfate).,"hydroxychloroquine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 29. MEDICINES FOR DISEASES OF JOINTS; 29.2 Disease-modifying anti-rheumatic drugs(DMARDs). Listing: complementary. Available dosage forms/strengths: Solid oral dosage form:200mg(as sulfate)."
eml-d95a3952b9cf,hyoscine butylbromide,2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.3 Medicines for other common symptoms in palliative care,core,Injection:20mg/mL,"hyoscine butylbromide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.3 Medicines for other common symptoms in palliative care. Listing: core. Available dosage forms/strengths: Injection:20mg/mL"
eml-9ccf7d06632b,hyoscine hydrobromide,2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.3 Medicines for other common symptoms in palliative care,core,Injection:400 micrograms/mL;600 micrograms/mLTranedermal patches:1mg/72hours.,"hyoscine hydrobromide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.3 Medicines for other common symptoms in palliative care. Listing: core. Available dosage forms/strengths: Injection:400 micrograms/mL;600 micrograms/mLTranedermal patches:1mg/72hours."
eml-e5c22b48d0ae,ibuprofen,7. ANTIMIGRAINE MEDICINES,7.1 For treatment of acute attack,core,Oral liquid:100mg/5mL[c].Tablet:200mg;400mg.,"ibuprofen is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 7.1 For treatment of acute attack. Listing: core. Available dosage forms/strengths: Oral liquid:100mg/5mL[c].Tablet:200mg;400mg."
eml-f0e924708b8b,ibuprofen,30. DENTAL MEDICINES AND PREPARATIONS,,core,&gt;3months(exceptIVform for patent ductus arteriosus),"ibuprofen is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: &gt;3months(exceptIVform for patent ductus arteriosus)"
eml-f61a09b6546b,ifosfamide,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Powder for Injection:500mg;1g;2g in vial. - Anaplastic large cell lymphoma - Burkitt lymphoma - Ewing sarcoma - Nephroblastoma(Wilms tumour) - Ovarian germ cell tumour - Osteosarcoma - Rhabdomyosarcoma - Testicular germ cell tumour,"ifosfamide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Powder for Injection:500mg;1g;2g in vial. - Anaplastic large cell lymphoma - Burkitt lymphoma - Ewing sarcoma - Nephroblastoma(Wilms tumour) - Ovarian germ cell tumour - Osteosarcoma - Rhabdomyosarcoma - Testicular germ cell tumour"
eml-f1da51482834,Inhalation,30. DENTAL MEDICINES AND PREPARATIONS,,core,"Powder for inhalation, pressurized inhalation, nebulizer.","Inhalation is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Powder for inhalation, pressurized inhalation, nebulizer."
eml-0f406ce2e9a1,insulin injection(soluble)*\n*including quality-assured biosimilars,18. MEDICINES FOR ENDOCRINE DISORDERS,18.5.1 Insulins,core,Injection:40 IU/mL in 10 mL vial;100 IU/mL in 10 mL vial;100 IU/mL in 3 mL cartridge or pre-filled pen.,"insulin injection(soluble)*\n*including quality-assured biosimilars is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.5.1 Insulins. Listing: core. Available dosage forms/strengths: Injection:40 IU/mL in 10 mL vial;100 IU/mL in 10 mL vial;100 IU/mL in 3 mL cartridge or pre-filled pen."
eml-0cbc2d52ef83,intermediate-acting insulin*\n*including quality-assured biosimilars,18. MEDICINES FOR ENDOCRINE DISORDERS,18.5.1 Insulins,core,Injection:40 IU/mL in 10 mL vial;100 IU/mL in 10 mL vial;100 IU/mL in 3 mL cartridge or pre-filled pen(as compound insulin zinc suspension or isophane insulin).,"intermediate-acting insulin*\n*including quality-assured biosimilars is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.5.1 Insulins. Listing: core. Available dosage forms/strengths: Injection:40 IU/mL in 10 mL vial;100 IU/mL in 10 mL vial;100 IU/mL in 3 mL cartridge or pre-filled pen(as compound insulin zinc suspension or isophane insulin)."
eml-f27ee9a73f95,intraperitoneal dialysis solution,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.6 Medicines administered to the neonate[c],complementary,Parenteral solution:of appropriate composition.,"intraperitoneal dialysis solution is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.6 Medicines administered to the neonate[c]. Listing: complementary. Available dosage forms/strengths: Parenteral solution:of appropriate composition."
eml-475b060d818d,iodine,27. VITAMINS AND MINERALS,,core,Capsule:190mg.iodized oil:1mL(480mg iodine);0.5mL(240mg iodine)in ampoule(oral or injectable);0.57mL(308mg iodine)in dispenser bottle.,"iodine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 27. VITAMINS AND MINERALS. Listing: core. Available dosage forms/strengths: Capsule:190mg.iodized oil:1mL(480mg iodine);0.5mL(240mg iodine)in ampoule(oral or injectable);0.57mL(308mg iodine)in dispenser bottle."
eml-dc3562bf2ff4,irinotecan,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Injection:40mg/2mLin2mLvial;100mg/5mLin5mLvial;500mg/25mLIn25mLvial. - Metastatic colorectal cancer - Nephroblastoma(Wilms tumour) - Rhabdomyosarcoma,"irinotecan is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Injection:40mg/2mLin2mLvial;100mg/5mLin5mLvial;500mg/25mLIn25mLvial. - Metastatic colorectal cancer - Nephroblastoma(Wilms tumour) - Rhabdomyosarcoma"
eml-04b6af9d0647,Isoflurane,"1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES",1.1.1 Inhalational medicines,core,Inhalation.,"Isoflurane is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES; 1.1.1 Inhalational medicines. Listing: core. Available dosage forms/strengths: Inhalation."
eml-7eebb99c5de3,ivermectin,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.5 Antitrypanosomal medicines,core,Tablet:3mg,"ivermectin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.5 Antitrypanosomal medicines. Listing: core. Available dosage forms/strengths: Tablet:3mg"
eml-7002b274209e,ketamine,"1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES",1.1.2 Injectable medicines,core,Injection: 50 mg/mL (as hydrochloride) in 10 mL vial.,"ketamine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES; 1.1.2 Injectable medicines. Listing: core. Available dosage forms/strengths: Injection: 50 mg/mL (as hydrochloride) in 10 mL vial."
